index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
0, 2023/10/17 13:47:49.519, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:47:49.521, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:47:49.523, 43.21 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:47:49.529, 282.07 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:47:59.531, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:47:59.533, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:47:59.535, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:47:59.536, 70.16 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 13:48:09.538, 255.37 W, 1425 MHz, 877 MHz, 1425 MHz
1, 2023/10/17 13:48:09.544, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:09.548, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:09.549, 72.79 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 13:48:19.551, 67.73 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:48:19.553, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:19.554, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:19.556, 66.76 W, 1395 MHz, 877 MHz, 1395 MHz
0, 2023/10/17 13:48:29.558, 70.74 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:48:29.560, 42.12 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:29.562, 43.01 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:29.564, 73.62 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 13:48:39.566, 67.82 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:48:39.567, 42.12 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:39.569, 43.01 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:39.571, 74.10 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:48:49.574, 57.63 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:48:49.575, 42.15 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:49.577, 43.01 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:49.579, 76.59 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 13:48:59.582, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:48:59.584, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:48:59.585, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:48:59.587, 75.03 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:49:09.590, 67.73 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:49:09.591, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:09.593, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:09.595, 78.38 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 13:49:19.598, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:49:19.599, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:19.601, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:19.602, 66.27 W, 1440 MHz, 877 MHz, 1440 MHz
0, 2023/10/17 13:49:29.604, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:49:29.606, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:29.607, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:29.609, 70.65 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:49:39.612, 67.25 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 13:49:39.613, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:39.615, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:39.616, 72.55 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:49:49.619, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:49:49.620, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:49.621, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:49.624, 71.62 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:49:59.626, 70.65 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:49:59.628, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:49:59.630, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:49:59.631, 59.50 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 13:50:09.633, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:50:09.635, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:09.636, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:09.638, 63.84 W, 1380 MHz, 877 MHz, 1380 MHz
0, 2023/10/17 13:50:19.640, 317.99 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:50:19.642, 41.90 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:19.644, 43.21 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:19.655, 69.75 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:50:29.657, 58.22 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:50:29.659, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:29.661, 43.24 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:29.662, 268.62 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:50:39.664, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:50:39.666, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:39.668, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:39.670, 70.16 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 13:50:49.673, 67.99 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:50:49.674, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:49.676, 43.35 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:49.678, 176.49 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 13:50:59.680, 72.06 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:50:59.681, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:50:59.683, 42.92 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:50:59.684, 91.38 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:51:09.686, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:51:09.688, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:09.689, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:09.690, 68.70 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 13:51:19.693, 67.33 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 13:51:19.694, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:19.696, 43.24 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:19.698, 288.02 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:51:29.700, 67.25 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 13:51:29.702, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:29.705, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:29.706, 70.65 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:51:39.708, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:51:39.710, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:39.711, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:39.713, 71.62 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:51:49.715, 70.60 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:51:49.716, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:49.718, 42.92 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:49.719, 81.78 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:51:59.722, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:51:59.724, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:51:59.726, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:51:59.727, 63.84 W, 1395 MHz, 877 MHz, 1395 MHz
0, 2023/10/17 13:52:09.730, 68.22 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:52:09.732, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:09.733, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:09.736, 70.65 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:52:19.738, 69.24 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:52:19.740, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:19.741, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:19.743, 71.18 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:52:29.747, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:52:29.750, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:29.751, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:29.754, 70.65 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:52:39.756, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:52:39.758, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:39.759, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:39.761, 74.54 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:52:49.763, 57.74 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:52:49.765, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:49.766, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:49.768, 270.24 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:52:59.769, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:52:59.771, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:52:59.772, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:52:59.774, 64.81 W, 1357 MHz, 877 MHz, 1357 MHz
0, 2023/10/17 13:53:09.775, 70.16 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:53:09.777, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:09.779, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:09.780, 74.49 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:53:19.783, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:53:19.785, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:19.786, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:19.788, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:53:29.790, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:53:29.792, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:29.793, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:29.795, 70.65 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:53:39.797, 69.89 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:53:39.799, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:39.801, 42.84 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:39.802, 236.59 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:53:49.804, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:53:49.806, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:49.808, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:49.809, 67.25 W, 1402 MHz, 877 MHz, 1402 MHz
0, 2023/10/17 13:53:59.812, 67.29 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 13:53:59.814, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:53:59.816, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:53:59.817, 59.50 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 13:54:09.820, 277.96 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:54:09.821, 41.81 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:09.823, 43.10 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:09.825, 211.60 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:54:19.827, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:54:19.829, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:19.831, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:19.832, 69.68 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:54:29.834, 72.21 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:54:29.836, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:29.838, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:29.839, 249.57 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:54:39.841, 72.11 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:54:39.843, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:39.844, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:39.846, 81.30 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:54:49.848, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:54:49.850, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:49.852, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:49.853, 68.22 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 13:54:59.855, 69.68 W, 1515 MHz, 877 MHz, 1515 MHz
1, 2023/10/17 13:54:59.856, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:54:59.858, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:54:59.859, 74.49 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:55:09.861, 57.59 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:55:09.864, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:09.866, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:09.867, 72.64 W, 1447 MHz, 877 MHz, 1447 MHz
0, 2023/10/17 13:55:19.869, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:55:19.872, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:19.873, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:19.875, 70.65 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 13:55:29.877, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:55:29.878, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:29.879, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:29.881, 70.65 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:55:39.883, 67.90 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:55:39.885, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:39.886, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:39.887, 253.76 W, 1402 MHz, 877 MHz, 1402 MHz
0, 2023/10/17 13:55:49.889, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:55:49.891, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:49.892, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:49.894, 72.60 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 13:55:59.896, 66.27 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 13:55:59.898, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:55:59.900, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:55:59.902, 73.52 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:56:09.904, 66.27 W, 1492 MHz, 877 MHz, 1492 MHz
1, 2023/10/17 13:56:09.906, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:09.907, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:09.908, 74.01 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:56:19.910, 67.78 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:56:19.913, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:19.915, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:19.917, 69.68 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/17 13:56:29.919, 68.26 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:56:29.921, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:29.922, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:29.924, 75.03 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:56:39.927, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:56:39.928, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:39.930, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:39.931, 63.84 W, 1380 MHz, 877 MHz, 1380 MHz
0, 2023/10/17 13:56:49.934, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:56:49.936, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:49.937, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:49.938, 71.14 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:56:59.941, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:56:59.942, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:56:59.944, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:56:59.945, 73.08 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:57:09.947, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:57:09.948, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:09.950, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:09.951, 71.14 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:57:19.953, 66.76 W, 1500 MHz, 877 MHz, 1500 MHz
1, 2023/10/17 13:57:19.955, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:19.957, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:19.959, 71.62 W, 1515 MHz, 877 MHz, 1515 MHz
0, 2023/10/17 13:57:29.961, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:57:29.963, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:29.964, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:29.966, 74.05 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 13:57:39.969, 65.79 W, 1485 MHz, 877 MHz, 1485 MHz
1, 2023/10/17 13:57:39.970, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:39.972, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:39.974, 71.14 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 13:57:49.977, 70.70 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:57:49.979, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:49.981, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:49.983, 69.19 W, 1477 MHz, 877 MHz, 1477 MHz
0, 2023/10/17 13:57:59.986, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:57:59.989, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:57:59.991, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:57:59.992, 71.14 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:58:09.995, 57.74 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:58:09.997, 41.92 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:58:09.999, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:58:10.000, 264.95 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 13:58:20.003, 57.52 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:58:20.005, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:58:20.007, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:58:20.009, 84.21 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:58:30.012, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:58:30.013, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:58:30.015, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:58:30.016, 65.30 W, 1365 MHz, 877 MHz, 1365 MHz
0, 2023/10/17 13:58:40.019, 66.80 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 13:58:40.021, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:58:40.023, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:58:40.025, 70.65 W, 1500 MHz, 877 MHz, 1500 MHz
0, 2023/10/17 13:58:50.027, 67.25 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 13:58:50.030, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:58:50.031, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:58:50.033, 69.19 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 13:59:00.035, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:59:00.037, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:00.038, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:00.040, 75.03 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:59:10.042, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:59:10.044, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:10.046, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:10.047, 72.11 W, 1485 MHz, 877 MHz, 1485 MHz
0, 2023/10/17 13:59:20.049, 67.73 W, 1522 MHz, 877 MHz, 1522 MHz
1, 2023/10/17 13:59:20.051, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:20.052, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:20.054, 72.55 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:59:30.055, 68.22 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:59:30.057, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:30.059, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:30.061, 72.11 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 13:59:40.063, 244.77 W, 1530 MHz, 877 MHz, 1530 MHz
1, 2023/10/17 13:59:40.065, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:40.066, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:40.068, 70.32 W, 1507 MHz, 877 MHz, 1507 MHz
0, 2023/10/17 13:59:50.071, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 13:59:50.072, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 13:59:50.074, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 13:59:50.075, 71.14 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/17 14:00:00.077, 66.98 W, 1507 MHz, 877 MHz, 1507 MHz
1, 2023/10/17 14:00:00.079, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 14:00:00.081, 42.81 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 14:00:00.083, 261.28 W, 1485 MHz, 877 MHz, 1485 MHz
